"screen_name","created_at","tweet_id","text","extended_tweet","in_reply_to_screen_name","in_reply_to_status_id","retweet_count","favorite_count","truncated","language","in_reply_to_user_id"
"firstrepublic","2020-05-06 17:00:12","1258079125778173957","Tune in for a special presentation from Ian Bremmer, world-renowned political scientist and founder of GZERO Media,… https://t.co/Jnv3lufRSb","Tune in for a special presentation from Ian Bremmer, world-renowned political scientist and founder of GZERO Media,… https://t.co/Jnv3lufRSb",,,"0","1",,"en",
"GoldmanSachs","2020-05-06 17:00:24","1258079177162592261","Which sectors in China are seeing the most recovery and which still have a long way to go? Trina Chen, co-head of… https://t.co/JgZzY4lugz","Which sectors in China are seeing the most recovery and which still have a long way to go? Trina Chen, co-head of… https://t.co/JgZzY4lugz",,,"5","15",,"en",
"salesforce","2020-05-06 17:00:27","1258079188524949510","The City of Chicago streamlines communication during the COVID-19 crisis with @MarketingCloud. Learn how their enga… https://t.co/s2jq5Y7OjT","The City of Chicago streamlines communication during the COVID-19 crisis with @MarketingCloud. Learn how their enga… https://t.co/s2jq5Y7OjT",,,"6","13",,"en",
"WTWcorporate","2020-05-06 17:01:27","1258079439809896449","The fifth blog in the #sales compensation series focuses on the importance of reviewing sales incentive plans and t… https://t.co/Lrz6f6xga3","The fifth blog in the #sales compensation series focuses on the importance of reviewing sales incentive plans and t… https://t.co/Lrz6f6xga3",,,"0","0",,"en",
"LiveNation","2020-05-06 17:01:48","1258079528850784257","Backstage With Crew Nation: @headandtheheart’s Jonathan Russell talks with their Front of House Engineer about the… https://t.co/KLTZ9zU0Od","Backstage With Crew Nation: @headandtheheart’s Jonathan Russell talks with their Front of House Engineer about the… https://t.co/KLTZ9zU0Od",,,"13","23",,"en",
"ROKAutomation","2020-05-06 17:02:29","1258079701861453824","#DigitalTransformation is rapidly changing the #mining workforce as we know it. Read our blog to see how you could… https://t.co/H9gcQ5xcdu","#DigitalTransformation is rapidly changing the #mining workforce as we know it. Read our blog to see how you could… https://t.co/H9gcQ5xcdu",,,"2","3",,"en",
"Equinix","2020-05-06 17:03:16","1258079899262373890","Learn how Equinix speeds access to Azure and Microsoft 365 for remote workers.

https://t.co/xuhw81wA0U https://t.co/frLDhmdphA","Learn how Equinix speeds access to Azure and Microsoft 365 for remote workers.

https://t.co/xuhw81wA0U https://t.co/frLDhmdphA",,,"0","0",,"en",
"LockheedMartin","2020-05-06 17:03:30","1258079956715950082","Your mission is ours. Proud to support what you do, on and off the planet. https://t.co/uicdY73SvZ","Your mission is ours. Proud to support what you do, on and off the planet. https://t.co/uicdY73SvZ",,,"45","259",,"en",
"nrgenergy","2020-05-06 17:03:48","1258080031760359424","We’re looking forward to a great discussion with @ceresnews. Register today and join us on Monday, May 11th. https://t.co/z7T2hyuzmb","We’re looking forward to a great discussion with @ceresnews. Register today and join us on Monday, May 11th. https://t.co/z7T2hyuzmb",,,"3","7",,"en",
"EverestIns","2020-05-06 17:04:00","1258080083169947648","Everest is proud to commit up to $1 million in matching employee donations for pandemic relief across the globe.… https://t.co/TXPrUM1t29","Everest is proud to commit up to $1 million in matching employee donations for pandemic relief across the globe.… https://t.co/TXPrUM1t29",,,"0","2",,"en",
"AlaskaAir","2020-05-06 17:05:32","1258080470094372867","👏👏👏 https://t.co/nVOU04iPmx","👏👏👏 https://t.co/nVOU04iPmx",,,"8","119",,"und",
"Verisk","2020-05-06 17:06:00","1258080585441923072","The flight to work from home is opening up doors for #cybercriminals to gain access to corporate networks and sensi… https://t.co/hp6kpLh8P1","The flight to work from home is opening up doors for #cybercriminals to gain access to corporate networks and sensi… https://t.co/hp6kpLh8P1",,,"0","2",,"en",
"GapInc","2020-05-06 17:07:22","1258080928678608897","Today we announced plans to begin re-opening Gap Inc. stores with enhanced safety and health measures. Learn more h… https://t.co/9Z2oulIihF","Today we announced plans to begin re-opening Gap Inc. stores with enhanced safety and health measures. Learn more h… https://t.co/9Z2oulIihF",,,"9","12",,"en",
"Mastercard","2020-05-06 17:07:34","1258080980390289409","Next up in our #Priceless experience at home series: @RedSox legend @TimWakefield49! He'll take over our Twitter wi… https://t.co/lg0Z6uYlgD","Next up in our #Priceless experience at home series: @RedSox legend @TimWakefield49! He'll take over our Twitter wi… https://t.co/lg0Z6uYlgD",,,"21","101",,"en",
"GallagherGlobal","2020-05-06 17:08:56","1258081326424563713","COVID-19 has rapidly changed the course of business worldwide. Gallagher can help keep your organization on the rig… https://t.co/PaO4X2M8rr","COVID-19 has rapidly changed the course of business worldwide. Gallagher can help keep your organization on the rig… https://t.co/PaO4X2M8rr",,,"2","7",,"en",
"HormelFoods","2020-05-06 17:11:07","1258081875236728834","What’s the best way to boil pasta water: salt? oil? just water? 

Join in the debate live on Instagram as Certified… https://t.co/6bWhlfVX07","What’s the best way to boil pasta water: salt? oil? just water? 

Join in the debate live on Instagram as Certified… https://t.co/6bWhlfVX07",,,"0","5",,"en",
"Medtronic","2020-05-06 17:11:11","1258081891074412544","To ALL nurses and caregivers on the front lines and behind the scenes—we thank you. Happy #NationalNursesDay https://t.co/uAjvT710vS","To ALL nurses and caregivers on the front lines and behind the scenes—we thank you. Happy #NationalNursesDay https://t.co/uAjvT710vS",,,"11","46",,"en",
"VarianMedSys","2020-05-06 17:11:30","1258081970963329039","Join us Wednesday, May 13 to hear from Jose Teruel, Medical Physicist and Assistant Professor from NYU Langone Heal… https://t.co/tWx6TXJ1UZ","Join us Wednesday, May 13 to hear from Jose Teruel, Medical Physicist and Assistant Professor from NYU Langone Heal… https://t.co/tWx6TXJ1UZ",,,"0","1",,"en",
"HIIndustries","2020-05-06 17:14:10","1258082642983038976","Do you have carpentry skills, hot work or burning experience? Can you strike an arc &amp; read a tape measure?… https://t.co/WS77wzljcr","Do you have carpentry skills, hot work or burning experience? Can you strike an arc &amp; read a tape measure?… https://t.co/WS77wzljcr",,,"2","0",,"en",
"DollarGeneral","2020-05-06 17:18:27","1258083720717840390","Have you found your #MothersDay gift yet? 🛍️ 😊 #DollarGeneral","Have you found your #MothersDay gift yet? 🛍️ 😊 #DollarGeneral",,,"1","2",,"en",
"DukeEnergy","2020-05-06 17:19:32","1258083992638758915","Concerned about possible environmental violations @DukeEnergy facilities? Report anonymously 24/7 at 855.355.7042 o… https://t.co/Pm7iNEnM69","Concerned about possible environmental violations @DukeEnergy facilities? Report anonymously 24/7 at 855.355.7042 o… https://t.co/Pm7iNEnM69",,,"1","3",,"en",
"Paycom","2020-05-06 17:20:01","1258084114491740166","How can HR learn more about the needs of their workforce during uncertain times? Larry Barton, UCF crisis managemen… https://t.co/MDEWZZalgg","How can HR learn more about the needs of their workforce during uncertain times? Larry Barton, UCF crisis managemen… https://t.co/MDEWZZalgg",,,"0","0",,"en",
"Sysco","2020-05-06 17:20:18","1258084185635504128","#WellBeingWednesday: What do you do to support your mental well-being?","#WellBeingWednesday: What do you do to support your mental well-being?",,,"0","1",,"en",
"WesternUnion","2020-05-06 17:20:31","1258084238080999424","Rebecca Mann, our Global Head of Enterprise Partnerships Commercial Development, recently had the chance to discuss… https://t.co/mD5osvifea","Rebecca Mann, our Global Head of Enterprise Partnerships Commercial Development, recently had the chance to discuss… https://t.co/mD5osvifea",,,"6","37",,"en",
"Regeneron","2020-05-06 17:21:24","1258084462434439170","We are joining the @AmDiabetesAssn to focus on an often-overlooked complication for the 30m+ American adults living… https://t.co/NVZomc73p5","We are joining the @AmDiabetesAssn to focus on an often-overlooked complication for the 30m+ American adults living… https://t.co/NVZomc73p5",,,"2","4",,"en",
"Facebook","2020-05-06 17:24:21","1258085203127369728","Welcome to all the new members of the @OversightBoard. Because this is such an important topic, we’ve made a short… https://t.co/MrG3rUc6Dk","Welcome to all the new members of the @OversightBoard. Because this is such an important topic, we’ve made a short… https://t.co/MrG3rUc6Dk",,,"65","155",,"en",
"AveryDennison","2020-05-06 17:25:01","1258085373298782208","Join us for our latest series ""The Garage Project"" to sharpen your wrapping skills with one of our own  experts, Pe… https://t.co/0TD8tDglc2","Join us for our latest series ""The Garage Project"" to sharpen your wrapping skills with one of our own  experts, Pe… https://t.co/0TD8tDglc2",,,"0","1",,"en",
"Ford","2020-05-06 17:25:23","1258085465007304706","In honor of #NationalNursesWeek, join our team in sharing uplifting notes to healthcare workers by replying with a… https://t.co/cW9LEFGlsr","In honor of #NationalNursesWeek, join our team in sharing uplifting notes to healthcare workers by replying with a… https://t.co/cW9LEFGlsr",,,"21","139",,"en",
"FOXTV","2020-05-06 17:25:40","1258085533818839041","The perfect watch party doesn't exi-

#CelebrityWatchParty https://t.co/lq2VBz5CzE","The perfect watch party doesn't exi-

#CelebrityWatchParty https://t.co/lq2VBz5CzE",,,"25","167",,"en",
"MotoSolutions","2020-05-06 17:27:51","1258086083801145344","Our support for #healthcare workers is continually evolving to ensure technology aids in the care they provide. The… https://t.co/QM573FTJhe","Our support for #healthcare workers is continually evolving to ensure technology aids in the care they provide. The… https://t.co/QM573FTJhe",,,"7","15",,"en",
"ProcterGamble","2020-05-06 17:30:00","1258086625839636481","Iowa City Beauty Care plant workers supplied thousands of bottles to package hand sanitizer for University of Iowa… https://t.co/o4Uey6xv4F","Iowa City Beauty Care plant workers supplied thousands of bottles to package hand sanitizer for University of Iowa… https://t.co/o4Uey6xv4F",,,"4","7",,"en",
"firstenergycorp","2020-05-06 17:30:06","1258086653454934016","📱🦅 As part of our ongoing efforts to protect nesting birds + enhance service reliability, we've deployed an app tha… https://t.co/U6ifTCi0yi","📱🦅 As part of our ongoing efforts to protect nesting birds + enhance service reliability, we've deployed an app tha… https://t.co/U6ifTCi0yi",,,"12","3",,"en",
"Akamai","2020-05-06 17:30:12","1258086675126902786","Our corporate matching gift program is open to everyone. Your gift for COVID-19 relief goes twice as far when you… https://t.co/bYgvozJf1p","Our corporate matching gift program is open to everyone. Your gift for COVID-19 relief goes twice as far when you… https://t.co/bYgvozJf1p",,,"1","3",,"en",
"johnsoncontrols","2020-05-06 17:30:14","1258086685461618688","Online Continuous Learning 12-14 May, 2020 for the APAC region.  Limited to the first 250 pax. To register, click h… https://t.co/ttqcpvMuax","Online Continuous Learning 12-14 May, 2020 for the APAC region.  Limited to the first 250 pax. To register, click h… https://t.co/ttqcpvMuax",,,"2","6",,"en",
"Equinix","2020-05-06 17:30:28","1258086744173535232","Bring the clouds closer. #Equinix and @verizon connect your business to multiple public and private clouds to segme… https://t.co/p25yFQQQXB","Bring the clouds closer. #Equinix and @verizon connect your business to multiple public and private clouds to segme… https://t.co/p25yFQQQXB",,,"0","0",,"en",
"dish","2020-05-06 17:31:14","1258086938692771845","Looking for a fright while you stay in tonight?

Don’t miss Ghost Nation tonight at 9/8C only on @travelchannel. https://t.co/FQ4oku4VMn","Looking for a fright while you stay in tonight?

Don’t miss Ghost Nation tonight at 9/8C only on @travelchannel. https://t.co/FQ4oku4VMn",,,"1","3",,"en",
"Huntington_Bank","2020-05-06 17:32:23","1258087226191347717","💯 🖊️ https://t.co/aQz4rvpwEE","💯 🖊️ https://t.co/aQz4rvpwEE",,,"2","17",,"und",
"SPGlobal","2020-05-06 17:37:56","1258088624886886401","🎧The coronavirus crisis abruptly ended the longest U.S. economic expansion in history. @SPGlobalRatings Chief U.S.… https://t.co/fudZJjnPcC","🎧The coronavirus crisis abruptly ended the longest U.S. economic expansion in history. @SPGlobalRatings Chief U.S.… https://t.co/fudZJjnPcC",,,"0","2",,"en",
"Adobe","2020-05-06 17:42:39","1258089809324789761","With a little bit of drama and whimsy, Kimberly Douglas's portraits strike an empowering balance. Hear what inspire… https://t.co/yWq9tq3QjO","With a little bit of drama and whimsy, Kimberly Douglas's portraits strike an empowering balance. Hear what inspire… https://t.co/yWq9tq3QjO",,,"1","16",,"en",
"PulteHomes","2020-05-06 17:43:04","1258089915667099653","Stepping on crumbs or getting pet hair stuck to your feet or your clothes is annoying to say the least. Learn how t… https://t.co/Ef0gDmpk8s","Stepping on crumbs or getting pet hair stuck to your feet or your clothes is annoying to say the least. Learn how t… https://t.co/Ef0gDmpk8s",,,"1","5",,"en",
"MSCI_Inc","2020-05-06 17:44:19","1258090227324915712","As the #COVID19 crisis unfolded, credit markets deteriorated under the stress of a sharply diminished economic outl… https://t.co/mCGGy1HtnY","As the #COVID19 crisis unfolded, credit markets deteriorated under the stress of a sharply diminished economic outl… https://t.co/mCGGy1HtnY",,,"0","0",,"en",
"Regeneron","2020-05-06 17:44:30","1258090273906872320","We’re excited to virtually celebrate the accomplishments of this year’s #RegeneronISEF finalists. We invite the sci… https://t.co/Ij65Jyz8HX","We’re excited to virtually celebrate the accomplishments of this year’s #RegeneronISEF finalists. We invite the sci… https://t.co/Ij65Jyz8HX",,,"6","21",,"en",
"ADMupdates","2020-05-06 17:44:59","1258090395747135493","ADM Directors Declare Cash Dividend https://t.co/CVZXDT06Ls https://t.co/09QXG9AZVG","ADM Directors Declare Cash Dividend https://t.co/CVZXDT06Ls https://t.co/09QXG9AZVG",,,"1","6",,"en",
"brownforman","2020-05-06 17:45:09","1258090439594442752","During this time, many of our brands have offered up ambassadors, tasters, and distillers to educate and entertain… https://t.co/hVJlLIeI1w","During this time, many of our brands have offered up ambassadors, tasters, and distillers to educate and entertain… https://t.co/hVJlLIeI1w",,,"0","5",,"en",
"ROKAutomation","2020-05-06 17:49:04","1258091425910059014","Learn how to prepare for a cyber attack to make your manufacturing operations more resilient.… https://t.co/yEtc4IaF0H","Learn how to prepare for a cyber attack to make your manufacturing operations more resilient.… https://t.co/yEtc4IaF0H",,,"2","2",,"en",
"Entergy","2020-05-06 17:50:57","1258091898453049346","It's National Hurricane Preparedness Week. We encourage everyone to determine your risk and make the necessary step… https://t.co/H1D0xKEPqQ","It's National Hurricane Preparedness Week. We encourage everyone to determine your risk and make the necessary step… https://t.co/H1D0xKEPqQ",,,"1","2",,"en",
"AlaskaAir","2020-05-06 17:51:03","1258091925309206530","Thank you to all nurses who are #GoingTheExtraMile. We're honored to fly you where you're needed most.… https://t.co/TDPLjhZLDF","Thank you to all nurses who are #GoingTheExtraMile. We're honored to fly you where you're needed most.… https://t.co/TDPLjhZLDF",,,"17","102",,"en",
"ZionsBank","2020-05-06 17:52:11","1258092208671952896","Today’s good news fix featuring @DonutShopMoab from @abc4utah reporter @emmawiljo apropos of #NationalNursesDay… https://t.co/Fj0Vng1eJ5","Today’s good news fix featuring @DonutShopMoab from @abc4utah reporter @emmawiljo apropos of #NationalNursesDay… https://t.co/Fj0Vng1eJ5",,,"1","1",,"en",
"JacobsConnects","2020-05-06 17:55:10","1258092957850308609","We’re joining @awwa to celebrate #DrinkingWaterWeek this week. Tune in daily to learn stories from the field about… https://t.co/M1A3cv5meU","We’re joining @awwa to celebrate #DrinkingWaterWeek this week. Tune in daily to learn stories from the field about… https://t.co/M1A3cv5meU",,,"1","3",,"en",
"Equifax","2020-05-06 17:56:35","1258093314349436931","Equifax is leveraging its unique data assets to introduce new, creative solutions to help customers of all sizes na… https://t.co/Wnu3Uetrj3","Equifax is leveraging its unique data assets to introduce new, creative solutions to help customers of all sizes na… https://t.co/Wnu3Uetrj3",,,"2","5",,"en",
"Allstate","2020-05-06 17:59:55","1258094154002903043","For #NationalNursesWeek, we want to give a special thanks to nurses, like Alexander, who are a part of the Allstate… https://t.co/WhkHTnulNL","For #NationalNursesWeek, we want to give a special thanks to nurses, like Alexander, who are a part of the Allstate… https://t.co/WhkHTnulNL",,,"1","7",,"en",
"FOXTV","2020-05-06 18:00:00","1258094176731664385","This is what dreams are made of. Before your afternoon nap, hangout #AtHomeWith @thelesliejordan as he reads you a… https://t.co/QpkDpA6OYv","This is what dreams are made of. Before your afternoon nap, hangout #AtHomeWith @thelesliejordan as he reads you a… https://t.co/QpkDpA6OYv",,,"2","19",,"en",
"MolsonCoors","2020-05-06 18:00:04","1258094193790025728","Where do you want to start? I guess at the beginning somewhere. It was a crazy beginning.  https://t.co/IZ7qV6m9r7","Where do you want to start? I guess at the beginning somewhere. It was a crazy beginning.  https://t.co/IZ7qV6m9r7",,,"5","24",,"en",
"IQVIA_global","2020-05-06 18:00:06","1258094202568802308","We're all learning differently in the current environment. Join Finlay MacDougall, Senior Principal, IQVIA Integrat… https://t.co/4i4HNqdCbf","We're all learning differently in the current environment. Join Finlay MacDougall, Senior Principal, IQVIA Integrat… https://t.co/4i4HNqdCbf",,,"0","0",,"en",
"GallagherGlobal","2020-05-06 18:00:07","1258094203990691842","Thank you to all the nurses and healthcare workers who have continuously given us hope and confidence in these unce… https://t.co/ntdYuTzdPU","Thank you to all the nurses and healthcare workers who have continuously given us hope and confidence in these unce… https://t.co/ntdYuTzdPU",,,"4","10",,"en",
"GoldmanSachs","2020-05-06 18:00:09","1258094214518386688","“I think over the longer term, the market will tend to hone back to the fundamentals.” - $GS CFO Stephen Scherr:… https://t.co/Ei7Q6yBK4z","“I think over the longer term, the market will tend to hone back to the fundamentals.” - $GS CFO Stephen Scherr:… https://t.co/Ei7Q6yBK4z",,,"3","3",,"en",
"MMC_Global","2020-05-06 18:00:12","1258094227621363716","For fast onset #risk events, it is vital to both  construct a story as a platform for response but also avoid assum… https://t.co/fcSxHothdE","For fast onset #risk events, it is vital to both  construct a story as a platform for response but also avoid assum… https://t.co/fcSxHothdE",,,"1","1",,"en",
"ATT","2020-05-06 18:00:19","1258094254817067010","👏👏🏆 https://t.co/OZzX6Lg9cs","👏👏🏆 https://t.co/OZzX6Lg9cs",,,"4","17",,"und",
"ZebraTechnology","2020-05-06 18:00:21","1258094265894424577","Get first-time, every time capture of the many different types of barcodes found in the lab with our scanners.… https://t.co/1C5ZY4VBw2","Get first-time, every time capture of the many different types of barcodes found in the lab with our scanners.… https://t.co/1C5ZY4VBw2",,,"3","5",,"en",
"salesforce","2020-05-06 18:00:32","1258094308827201537","As we begin to reopen, data will play a critical role in ensuring we do so safely. Built on Salesforce,… https://t.co/F4E8mhW9dn","As we begin to reopen, data will play a critical role in ensuring we do so safely. Built on Salesforce,… https://t.co/F4E8mhW9dn",,,"7","29",,"en",
"citrix","2020-05-06 18:01:03","1258094440624926726","The rapid shift to #remotework has been a challenge for many businesses.

Citrix CTO @reillyusa recently joined… https://t.co/PgU2INBCcc","The rapid shift to #remotework has been a challenge for many businesses.

Citrix CTO @reillyusa recently joined… https://t.co/PgU2INBCcc",,,"2","7",,"en",
"CBRE","2020-05-06 18:01:27","1258094539979526150","When essential workers at Pacific Park Plaza in Honolulu needed masks, @cbrepropmgmt's Katherine Cummins and Angie… https://t.co/4fJqF41YZ3","When essential workers at Pacific Park Plaza in Honolulu needed masks, @cbrepropmgmt's Katherine Cummins and Angie… https://t.co/4fJqF41YZ3",,,"3","18",,"en",
"WTWcorporate","2020-05-06 18:01:31","1258094556882575362","#Coronavirus has implications for your business, workforce, #EmployeeBenefits, #EmployeeEngagement … everything tha… https://t.co/lJ8SIusuY2","#Coronavirus has implications for your business, workforce, #EmployeeBenefits, #EmployeeEngagement … everything tha… https://t.co/lJ8SIusuY2",,,"0","0",,"en",
"thermofisher","2020-05-06 18:01:32","1258094562863652864","Every moment of your time matters. That’s why Supply Center by Thermo Fisher Scientific offers quick and easy acces… https://t.co/XG3xtnOgo6","Every moment of your time matters. That’s why Supply Center by Thermo Fisher Scientific offers quick and easy acces… https://t.co/XG3xtnOgo6",,,"0","0",,"en",
"abiomedimpella","2020-05-06 18:03:03","1258094945417801728","All this week we're celebrating nurses and the impact they make on patients. Sandy, a member of Abiomed's clinical… https://t.co/KJ7XjPs6rK","All this week we're celebrating nurses and the impact they make on patients. Sandy, a member of Abiomed's clinical… https://t.co/KJ7XjPs6rK",,,"2","4",,"en",
"eBay","2020-05-06 18:07:00","1258095936661680132","Small businesses have always powered #eBay. During these challenging times, we’re helping businesses like Cori’s st… https://t.co/F6MO17MoYz","Small businesses have always powered #eBay. During these challenging times, we’re helping businesses like Cori’s st… https://t.co/F6MO17MoYz",,,"3","19",,"en",
"PVHCorp","2020-05-06 18:12:26","1258097303015116801","Today we thank the nurses and front-line workers everywhere, including our nonprofit grantees in the U.S.… https://t.co/92okkNTzgV","Today we thank the nurses and front-line workers everywhere, including our nonprofit grantees in the U.S.… https://t.co/92okkNTzgV",,,"0","2",,"en",
"EXPD_Official","2020-05-06 18:12:52","1258097414868807680","Having the correct documentation when submitting your cargo claims will help alleviate any delays in the process. H… https://t.co/0UyFynsxM0","Having the correct documentation when submitting your cargo claims will help alleviate any delays in the process. H… https://t.co/0UyFynsxM0",,,"2","5",,"en",
"packagingcorp","2020-05-06 18:15:07","1258097981519249409","Looking for something to engage the kids? Check out #SAVEWITHSTORIES. Families can enjoy stories read by celebritie… https://t.co/rWCp83BWiu","Looking for something to engage the kids? Check out #SAVEWITHSTORIES. Families can enjoy stories read by celebritie… https://t.co/rWCp83BWiu",,,"0","7",,"en",
"energyinsights","2020-05-06 18:18:49","1258098911169982469","May is #ElectricalSafetyMonth! As we spend more time at home, many are working on DIY projects around the house. We… https://t.co/LXQjoLTEFf","May is #ElectricalSafetyMonth! As we spend more time at home, many are working on DIY projects around the house. We… https://t.co/LXQjoLTEFf",,,"1","0",,"en",
"AIGinsurance","2020-05-06 18:19:17","1258099030497939456","We’re proud of the work our colleagues around the world do to foster #inclusion in the workplace and honored to hav… https://t.co/MTB2CcQ1jq","We’re proud of the work our colleagues around the world do to foster #inclusion in the workplace and honored to hav… https://t.co/MTB2CcQ1jq",,,"3","4",,"en",
"ProcterGamble","2020-05-06 18:20:32","1258099342575108096","Thank you loads, @Tide! #NationalNursesDay https://t.co/abRdd4QeVQ","Thank you loads, @Tide! #NationalNursesDay https://t.co/abRdd4QeVQ",,,"3","13",,"en",
"pfizer","2020-05-06 18:22:01","1258099715561979905","We believe in the power of #vaccines. Get more information on our #COVID19 vaccine development program &amp; collaborat… https://t.co/gvRosqoZBt","We believe in the power of #vaccines. Get more information on our #COVID19 vaccine development program &amp; collaborat… https://t.co/gvRosqoZBt",,,"7","49",,"en",
"flir","2020-05-06 18:22:01","1258099716660899840","How Can Utility Companies Use Optical Gas Imaging to Detect Gas Leaks? Watch the video: https://t.co/HxBZn2tZMc","How Can Utility Companies Use Optical Gas Imaging to Detect Gas Leaks? Watch the video: https://t.co/HxBZn2tZMc",,,"1","0",,"en",
"CBOE","2020-05-06 18:23:17","1258100036220661762","S&amp;P 500 Index flat today, the $VIX Index still holding over 30, May $VIX future has experienced a lot of movement s… https://t.co/zKBdW4XyrH","S&amp;P 500 Index flat today, the $VIX Index still holding over 30, May $VIX future has experienced a lot of movement s… https://t.co/zKBdW4XyrH",,,"4","2",,"en",
"Keysight","2020-05-06 18:26:06","1258100744554721280","Gaining #NetworkVisibility to stymie the latest generation of AI cyberattacks and other advanced #networksecurity t… https://t.co/kZGEEX151e","Gaining #NetworkVisibility to stymie the latest generation of AI cyberattacks and other advanced #networksecurity t… https://t.co/kZGEEX151e",,,"1","1",,"en",
"BDandCo","2020-05-06 18:27:28","1258101090022760448","Join us as we host @ianmetzle, @uroharper and Dr. Robert Sweet of the @UW Dept. of #Urology for a webinar discussin… https://t.co/vHKYtfLKJ7","Join us as we host @ianmetzle, @uroharper and Dr. Robert Sweet of the @UW Dept. of #Urology for a webinar discussin… https://t.co/vHKYtfLKJ7",,,"3","8",,"en",
"Citi","2020-05-06 18:30:27","1258101839003897859","#Citi Commercial Bank is proud to work together with our client @Flywire to supply critical PPE to Boston hospitals… https://t.co/IgTQWDLPry","#Citi Commercial Bank is proud to work together with our client @Flywire to supply critical PPE to Boston hospitals… https://t.co/IgTQWDLPry",,,"9","19",,"en",
"HelmerichPayne","2020-05-06 18:35:10","1258103026969194505","This year, we are working to preserve H&amp;P’s legacy through a company archive. Learn how you can help us continue to… https://t.co/4q8LXmoh65","This year, we are working to preserve H&amp;P’s legacy through a company archive. Learn how you can help us continue to… https://t.co/4q8LXmoh65",,,"0","4",,"en",
"IFF","2020-05-06 18:35:58","1258103226416709640","#staysafe 💙 https://t.co/PWoNEpc92l","#staysafe 💙 https://t.co/PWoNEpc92l",,,"3","5",,"und",
"Cigna","2020-05-06 18:47:12","1258106055915077632","Cigna takes action to protect its customers from receiving surprise bills for #COVID19 care.… https://t.co/zxcK6Z4uLM","Cigna takes action to protect its customers from receiving surprise bills for #COVID19 care.… https://t.co/zxcK6Z4uLM",,,"2","13",,"en",
"Mastercard","2020-05-06 18:52:27","1258107376533753856","Mastercard contactless payments mean you don’t need to hand your card to anyone. Simply hold your card near the ter… https://t.co/a9Lym9uQe0","Mastercard contactless payments mean you don’t need to hand your card to anyone. Simply hold your card near the ter… https://t.co/a9Lym9uQe0",,,"13","34",,"en",
"IBM","2020-05-06 18:53:35","1258107659846406146","As a part of #Think2020, we are taking you on a journey inside our quantum stack. 

Explore here:… https://t.co/jSpSAFrmq0","As a part of #Think2020, we are taking you on a journey inside our quantum stack. 

Explore here:… https://t.co/jSpSAFrmq0",,,"89","185",,"en",
"yumbrands","2020-05-06 18:53:56","1258107750711689221","Last week, @TacoBellCanada delivered meals to the Welcome Centre Shelter for Women and Families and the Windsor Res… https://t.co/9ECDLfivGI","Last week, @TacoBellCanada delivered meals to the Welcome Centre Shelter for Women and Families and the Windsor Res… https://t.co/9ECDLfivGI",,,"1","4",,"en",
"KelloggCompany","2020-05-06 18:54:16","1258107831632486400","Nine years in a row! Kellogg is proud to be selected as a “Top 50 Company for Diversity” by @DiversityInc #lifeatk… https://t.co/HExIAEM2z2","Nine years in a row! Kellogg is proud to be selected as a “Top 50 Company for Diversity” by @DiversityInc #lifeatk… https://t.co/HExIAEM2z2",,,"3","8",,"en",
"Prologis","2020-05-06 18:55:07","1258108045198004224",".@Prologis CEO Hamid Moghadam spoke to @business about how the coronavirus outbreak is leading consumers to embrace… https://t.co/NC8cMUvezW",".@Prologis CEO Hamid Moghadam spoke to @business about how the coronavirus outbreak is leading consumers to embrace… https://t.co/NC8cMUvezW",,,"2","6",,"en",
"SempraEnergy","2020-05-06 18:55:43","1258108197841145856","Together with @Oncor &amp; the @SempraEnergy Foundation, we’re committed to strengthening Texas communities with $2.25… https://t.co/nC0R2ojXpc","Together with @Oncor &amp; the @SempraEnergy Foundation, we’re committed to strengthening Texas communities with $2.25… https://t.co/nC0R2ojXpc",,,"1","8",,"en",
"InterpublicIPG","2020-05-06 18:55:47","1258108213100261377",".@FCBNZ raises awareness about the risk of house fires during quarantine in a new campaign with Fire and Emergency.
https://t.co/IpklAixtoI",".@FCBNZ raises awareness about the risk of house fires during quarantine in a new campaign with Fire and Emergency.
https://t.co/IpklAixtoI",,,"0","0",,"en",
"brownforman","2020-05-06 18:58:14","1258108831143546880","Hear a message from Chris Morris to the recent graduates of his alma mater. https://t.co/spTnLAg894","Hear a message from Chris Morris to the recent graduates of his alma mater. https://t.co/spTnLAg894",,,"0","5",,"en",
"Google","2020-05-06 18:59:43","1258109205124349952","Looking to start or advance your career in IT? The new Google IT Automation with Python Professional Certificate ca… https://t.co/FJCICcUGGg","Looking to start or advance your career in IT? The new Google IT Automation with Python Professional Certificate ca… https://t.co/FJCICcUGGg",,,"64","336",,"en",
"ProcterGamble","2020-05-06 19:00:00","1258109275974414336","“…I want to do what I can to help keep everyone's daughters and sons safe.” Read how Gil Lowry, a power and control… https://t.co/EDJ2NS04RS","“…I want to do what I can to help keep everyone's daughters and sons safe.” Read how Gil Lowry, a power and control… https://t.co/EDJ2NS04RS",,,"1","15",,"en",
"TRowePrice","2020-05-06 19:00:07","1258109305997463553","What can previous market sell-offs show us about trying to time the market bottom? Head of Global Multi-Asset Sébas… https://t.co/xo86MAKzwG","What can previous market sell-offs show us about trying to time the market bottom? Head of Global Multi-Asset Sébas… https://t.co/xo86MAKzwG",,,"0","1",,"en",
